scene_id,disaster,pre_black_fraction,post_black_fraction,pre_brightness,post_brightness,pre_contrast,post_contrast,mean_abs_rgb_change
mexico-earthquake_00000004,mexico-earthquake,0.015733506944444444,0.0,77.96025085449219,78.4608383178711,27.99414825439453,25.674413681030273,13.685980796813965
hurricane-matthew_00000316,hurricane-matthew,0.0,0.0,81.47388458251953,87.5145034790039,23.754072189331055,21.82234001159668,19.011247634887695
hurricane-harvey_00000111,hurricane-harvey,0.0,0.0,116.00360870361328,130.1220703125,39.0311164855957,26.855121612548828,26.7353515625
palu-tsunami_00000043,palu-tsunami,0.0,0.0,101.62014770507812,99.8680191040039,31.263925552368164,34.74977493286133,12.568323135375977
hurricane-harvey_00000442,hurricane-harvey,0.0,0.0,70.5860824584961,70.74048614501953,24.134584426879883,22.050565719604492,15.953667640686035
socal-fire_00000027,socal-fire,0.5951605902777778,0.5940755208333334,19.85275650024414,15.881546020507812,29.188913345336914,24.993305206298828,4.741464138031006
hurricane-harvey_00000258,hurricane-harvey,0.0,0.0,70.82146453857422,49.19834899902344,9.829042434692383,34.932838439941406,37.13324737548828
hurricane-florence_00000353,hurricane-florence,0.0,0.0,73.62464141845703,78.76004791259766,25.696916580200195,20.05314064025879,14.546151161193848
hurricane-michael_00000075,hurricane-michael,0.0,0.0,106.83329772949219,101.50550079345703,38.87161636352539,37.762733459472656,14.51443099975586
midwest-flooding_00000096,midwest-flooding,0.0,0.0,88.75736999511719,76.24002075195312,21.619976043701172,23.088109970092773,16.988136291503906
palu-tsunami_00000077,palu-tsunami,0.8020833333333334,0.8020833333333334,15.030598640441895,15.74406909942627,31.360511779785156,34.12883758544922,2.6466290950775146
socal-fire_00000025,socal-fire,0.0361328125,0.0361328125,66.92881774902344,65.46342468261719,31.528017044067383,27.47957420349121,11.361870765686035
midwest-flooding_00000145,midwest-flooding,0.0,0.0,60.77184295654297,60.80012893676758,15.719832420349121,22.959518432617188,12.430989265441895
socal-fire_00000149,socal-fire,0.0,0.0,61.84783172607422,76.65093231201172,9.874724388122559,16.6980037689209,16.55989646911621
hurricane-florence_00000476,hurricane-florence,0.0,0.0,52.63566589355469,56.6247444152832,17.97368049621582,8.816758155822754,14.20203971862793
midwest-flooding_00000371,midwest-flooding,0.0,0.0,77.27011108398438,74.04972839355469,24.4343204498291,24.459163665771484,14.071361541748047
hurricane-harvey_00000391,hurricane-harvey,0.0,0.0,81.04438781738281,81.6297378540039,23.935495376586914,26.905269622802734,19.515769958496094
socal-fire_00001156,socal-fire,0.4193793402777778,0.4184027777777778,41.86921310424805,47.868560791015625,40.47689437866211,43.22887420654297,9.42860221862793
midwest-flooding_00000427,midwest-flooding,0.0,0.0,47.105682373046875,53.2890625,13.209033966064453,13.829514503479004,11.318070411682129
midwest-flooding_00000027,midwest-flooding,0.0,0.0,59.14706039428711,53.49048614501953,16.099313735961914,23.187284469604492,17.45345115661621
hurricane-matthew_00000040,hurricane-matthew,0.21278211805555555,0.201171875,68.77046966552734,71.78044891357422,45.87137222290039,41.02292251586914,18.10633659362793
santa-rosa-wildfire_00000313,santa-rosa-wildfire,0.0,0.0,86.71794891357422,75.64022827148438,21.621097564697266,21.29448699951172,13.803059577941895
hurricane-matthew_00000343,hurricane-matthew,0.3948567708333333,0.3958333333333333,65.39591217041016,66.07678985595703,66.48295593261719,62.987213134765625,17.07693099975586
hurricane-michael_00000141,hurricane-michael,0.0,0.0,89.68887329101562,92.38201904296875,27.68453025817871,26.86739730834961,19.68641471862793
hurricane-harvey_00000207,hurricane-harvey,0.0,0.0,92.75,100.48307037353516,44.295867919921875,44.15400695800781,18.369718551635742
hurricane-michael_00000463,hurricane-michael,0.1570095486111111,0.1596137152777778,71.34639739990234,63.03515625,42.443477630615234,39.358272552490234,12.336407661437988
hurricane-michael_00000309,hurricane-michael,0.0,0.0,99.51844024658203,96.11978912353516,30.06572723388672,27.65433692932129,20.07899284362793
socal-fire_00001394,socal-fire,0.0,0.0,87.23050689697266,73.22840881347656,10.786663055419922,17.987152099609375,18.679325103759766
socal-fire_00000618,socal-fire,0.0,0.0,89.9794921875,89.83676147460938,30.190263748168945,33.81472396850586,9.922308921813965
santa-rosa-wildfire_00000138,santa-rosa-wildfire,0.0,0.0,95.34034729003906,89.82089233398438,21.41143226623535,23.816205978393555,13.741826057434082
palu-tsunami_00000148,palu-tsunami,0.0,0.0,86.37232208251953,83.59855651855469,39.35887908935547,43.43716049194336,19.22146224975586
hurricane-michael_00000405,hurricane-michael,0.0,0.0,80.62217712402344,84.71711730957031,29.822420120239258,26.67597007751465,17.778610229492188
midwest-flooding_00000233,midwest-flooding,0.0,0.0,63.95259094238281,69.50687408447266,19.120779037475586,23.321035385131836,13.07931900024414
socal-fire_00000959,socal-fire,0.0,0.0,100.28569793701172,81.32780456542969,20.58089256286621,21.479049682617188,24.127531051635742
socal-fire_00000714,socal-fire,0.0,0.0,79.05786895751953,77.59993743896484,17.786724090576172,15.803104400634766,11.160771369934082
socal-fire_00000248,socal-fire,0.0,0.0,45.69158935546875,34.814491271972656,18.277833938598633,17.01529312133789,10.990595817565918
socal-fire_00000566,socal-fire,0.0,0.0,79.36957550048828,73.97348022460938,22.74457550048828,22.36787223815918,11.787073135375977
socal-fire_00000979,socal-fire,0.0,0.0,63.93562316894531,78.64855194091797,23.57236671447754,27.849721908569336,22.600875854492188
socal-fire_00001254,socal-fire,0.0,0.0,83.58988189697266,88.19097137451172,27.458425521850586,24.9429874420166,17.769712448120117
socal-fire_00001271,socal-fire,0.048502604166666664,0.051323784722222224,77.42906951904297,84.07634735107422,38.72480773925781,36.28913879394531,15.058014869689941
santa-rosa-wildfire_00000147,santa-rosa-wildfire,0.0,0.0,97.90824127197266,97.53609466552734,28.217233657836914,25.72662353515625,16.33018684387207
hurricane-michael_00000265,hurricane-michael,0.0,0.0,96.77191162109375,92.86425018310547,27.936805725097656,26.87110710144043,18.70713996887207
hurricane-harvey_00000114,hurricane-harvey,0.0,0.0,106.32132720947266,121.88924407958984,37.775306701660156,36.16436004638672,28.72374153137207
palu-tsunami_00000033,palu-tsunami,0.0,0.0,65.34961700439453,61.36345672607422,21.465778350830078,33.837825775146484,15.673213005065918
socal-fire_00000964,socal-fire,0.0,0.0,84.78775787353516,84.16970825195312,13.632925987243652,14.271754264831543,5.272424697875977
midwest-flooding_00000154,midwest-flooding,0.0,0.0,57.98292922973633,56.59779739379883,16.00506019592285,15.810951232910156,11.65733528137207
santa-rosa-wildfire_00000149,santa-rosa-wildfire,0.0,0.0,103.53186798095703,98.85647583007812,37.58255386352539,33.82265853881836,12.063910484313965
santa-rosa-wildfire_00000117,santa-rosa-wildfire,0.0,0.0,88.79279327392578,87.0682144165039,23.09748077392578,22.346345901489258,16.883066177368164
socal-fire_00000496,socal-fire,0.0,0.0,97.06488800048828,92.85713958740234,30.95229721069336,35.583892822265625,14.776764869689941
hurricane-harvey_00000515,hurricane-harvey,0.0,0.0,96.6128158569336,103.44709014892578,35.18879699707031,37.48260498046875,16.194299697875977
hurricane-florence_00000027,hurricane-florence,0.5793185763888888,0.5903862847222222,31.961374282836914,38.40806198120117,39.90920639038086,48.86886215209961,8.453413963317871
hurricane-matthew_00000234,hurricane-matthew,0.0,0.0,83.94259643554688,82.04397583007812,23.548147201538086,22.510974884033203,21.81586456298828
hurricane-florence_00000080,hurricane-florence,0.4291449652777778,0.4244791666666667,35.73405456542969,26.500289916992188,35.506919860839844,24.471797943115234,14.159758567810059
midwest-flooding_00000388,midwest-flooding,0.0,0.0,78.12387084960938,74.0063247680664,21.001514434814453,19.36464500427246,14.334997177124023
mexico-earthquake_00000048,mexico-earthquake,0.0,0.0,101.09794616699219,86.55624389648438,27.255352020263672,23.007064819335938,21.621492385864258
socal-fire_00001270,socal-fire,0.0,0.0,117.79752349853516,101.43063354492188,38.9487419128418,25.532758712768555,36.852359771728516
hurricane-michael_00000072,hurricane-michael,0.09212239583333333,0.09657118055555555,80.97106170654297,81.4356918334961,37.587249755859375,36.6595344543457,17.306278228759766
palu-tsunami_00000189,palu-tsunami,0.0,0.0,92.93721008300781,93.88223266601562,22.925830841064453,21.422819137573242,23.623987197875977
hurricane-harvey_00000048,hurricane-harvey,0.0,0.0,89.9070816040039,87.68421173095703,22.660337448120117,35.80397033691406,36.289642333984375
palu-tsunami_00000068,palu-tsunami,0.0,0.0,95.6323471069336,95.76142883300781,21.98464012145996,28.6005916595459,14.078956604003906
hurricane-harvey_00000292,hurricane-harvey,0.0,0.0,88.28837585449219,67.7172622680664,26.369356155395508,41.41225814819336,27.33940887451172
hurricane-florence_00000512,hurricane-florence,0.3283420138888889,0.3231336805555556,31.836626052856445,34.58546447753906,29.135848999023438,26.807899475097656,6.507450580596924
hurricane-matthew_00000154,hurricane-matthew,0.0,0.0,77.62423706054688,78.18875885009766,23.121044158935547,15.209916114807129,17.405237197875977
hurricane-michael_00000343,hurricane-michael,0.0,0.005425347222222222,81.1915512084961,79.25408172607422,27.005687713623047,25.469818115234375,16.46126365661621
socal-fire_00000410,socal-fire,0.0,0.0,72.52742004394531,84.74320220947266,12.472867965698242,13.9898042678833,14.908492088317871
midwest-flooding_00000059,midwest-flooding,0.0,0.0,83.5999755859375,91.5843505859375,20.043453216552734,25.89274024963379,15.609375
socal-fire_00001216,socal-fire,0.0,0.0993923611111111,109.49280548095703,93.46910858154297,39.40169906616211,59.13675308227539,31.199617385864258
hurricane-michael_00000156,hurricane-michael,0.0,0.0,91.28638458251953,91.74345397949219,33.23369598388672,32.09027862548828,16.96712303161621
hurricane-michael_00000454,hurricane-michael,0.0,0.0,81.1796875,80.72352600097656,24.319345474243164,20.92338752746582,18.526403427124023
hurricane-michael_00000411,hurricane-michael,0.0,0.0,74.15892028808594,79.20858764648438,22.332290649414062,24.4770565032959,15.801612854003906
socal-fire_00000245,socal-fire,0.0,0.0,83.72916412353516,78.35301208496094,30.798189163208008,22.62641716003418,17.887224197387695
santa-rosa-wildfire_00000035,santa-rosa-wildfire,0.0,0.0,88.5628662109375,97.75035858154297,31.501726150512695,26.87416648864746,21.362051010131836
mexico-earthquake_00000177,mexico-earthquake,0.0,0.0,76.63320922851562,77.13671875,30.15976905822754,25.998464584350586,19.47319793701172
santa-rosa-wildfire_00000165,santa-rosa-wildfire,0.0,0.0,99.28533935546875,101.7202377319336,23.805866241455078,24.055767059326172,12.948205947875977
socal-fire_00000634,socal-fire,0.0,0.0,102.00936889648438,102.85768127441406,32.58378601074219,32.71559143066406,11.165291786193848
midwest-flooding_00000033,midwest-flooding,0.0,0.0,86.05418395996094,79.70323944091797,29.048398971557617,25.094314575195312,22.789894104003906
hurricane-matthew_00000156,hurricane-matthew,0.0,0.0,83.3054428100586,87.56478118896484,35.33626937866211,30.579139709472656,28.291160583496094
mexico-earthquake_00000179,mexico-earthquake,0.3645833333333333,0.3541666666666667,37.62738800048828,41.199649810791016,32.418128967285156,32.01995849609375,9.023726463317871
midwest-flooding_00000117,midwest-flooding,0.0,0.0,65.35475158691406,72.58391571044922,29.278335571289062,38.35279846191406,14.894386291503906
hurricane-matthew_00000219,hurricane-matthew,0.0,0.0,85.7397689819336,85.74179077148438,24.654874801635742,22.018360137939453,22.233362197875977
socal-fire_00001350,socal-fire,0.0,0.0,68.8204574584961,72.53019714355469,17.19877815246582,20.875919342041016,12.430809020996094
hurricane-matthew_00000296,hurricane-matthew,0.0,0.0,96.4140625,92.72952270507812,30.75296974182129,21.41733169555664,22.017215728759766
hurricane-michael_00000088,hurricane-michael,0.0,0.0,90.97008514404297,87.4145278930664,28.228984832763672,31.913904190063477,19.781827926635742
socal-fire_00000583,socal-fire,0.0,0.0,104.98867797851562,102.5396728515625,30.373620986938477,28.615129470825195,11.770977973937988
hurricane-florence_00000024,hurricane-florence,0.0,0.0,52.50654602050781,52.05967712402344,21.804397583007812,20.028148651123047,11.484990119934082
hurricane-matthew_00000128,hurricane-matthew,0.0,0.0,78.76509094238281,72.96148681640625,13.946131706237793,11.625909805297852,14.729094505310059
hurricane-harvey_00000408,hurricane-harvey,0.0,0.0,77.94111633300781,61.3916015625,23.21160125732422,25.145544052124023,24.096824645996094
socal-fire_00001134,socal-fire,0.0,0.0,85.61038208007812,84.6802978515625,26.407594680786133,26.924049377441406,11.128218650817871
hurricane-florence_00000330,hurricane-florence,0.0,0.0,53.29278564453125,50.46448516845703,19.314945220947266,23.165611267089844,14.283818244934082
hurricane-michael_00000303,hurricane-michael,0.0,0.0,93.1987075805664,96.12561798095703,32.15019989013672,30.133743286132812,20.254520416259766
hurricane-harvey_00000357,hurricane-harvey,0.0,0.0,71.50657653808594,71.77890014648438,21.06571388244629,18.43125343322754,14.888129234313965
socal-fire_00000521,socal-fire,0.0,0.0,73.63982391357422,82.07215881347656,15.779267311096191,16.065980911254883,12.129593849182129
socal-fire_00001192,socal-fire,0.15950520833333334,0.15950520833333334,53.76179122924805,61.45113754272461,26.344573974609375,31.814075469970703,11.072953224182129
socal-fire_00000718,socal-fire,0.0,0.0,111.33781433105469,88.7756118774414,27.86330223083496,20.298137664794922,30.109952926635742
midwest-flooding_00000186,midwest-flooding,0.5442708333333334,0.5452473958333334,32.408382415771484,29.67740821838379,38.833282470703125,35.35175704956055,6.179615020751953
socal-fire_00000297,socal-fire,0.0,0.0,59.18142318725586,55.68630599975586,16.476238250732422,19.08857536315918,8.418004989624023
mexico-earthquake_00000120,mexico-earthquake,0.0,0.0,87.07949829101562,90.42488098144531,29.992450714111328,26.14353370666504,22.23318099975586
hurricane-florence_00000231,hurricane-florence,0.0,0.0,51.93185806274414,45.240013122558594,13.571181297302246,11.32802963256836,10.034577369689941
palu-tsunami_00000178,palu-tsunami,0.0,0.0,100.88735961914062,106.30689239501953,28.153587341308594,27.678604125976562,21.961624145507812
hurricane-matthew_00000215,hurricane-matthew,0.0,0.0,75.6544418334961,79.53114318847656,27.891376495361328,22.882640838623047,18.606372833251953
socal-fire_00000906,socal-fire,0.0,0.0,75.14623260498047,80.84696960449219,20.472379684448242,20.11700439453125,14.394892692565918
hurricane-michael_00000358,hurricane-michael,0.0,0.0,78.56423950195312,84.54979705810547,28.863346099853516,24.400943756103516,18.294885635375977
hurricane-harvey_00000272,hurricane-harvey,0.0,0.0,71.32891845703125,68.82975006103516,9.920692443847656,40.3980598449707,33.56882858276367
hurricane-florence_00000395,hurricane-florence,0.0,0.0,72.32722473144531,46.87922668457031,32.37933349609375,11.762048721313477,29.40603256225586
midwest-flooding_00000410,midwest-flooding,0.0,0.0,67.50557708740234,80.0924072265625,20.842504501342773,26.820066452026367,25.558557510375977
santa-rosa-wildfire_00000239,santa-rosa-wildfire,0.21875,0.2269965277777778,73.25824737548828,76.78053283691406,43.6272087097168,49.16144561767578,11.418620109558105
hurricane-florence_00000091,hurricane-florence,0.0,0.0,83.58815002441406,80.47262573242188,29.304738998413086,32.811824798583984,12.917823791503906
palu-tsunami_00000174,palu-tsunami,0.0,0.0,109.31802368164062,106.19856262207031,33.232017517089844,36.27105712890625,18.032732009887695
hurricane-florence_00000073,hurricane-florence,0.0,0.0,55.202144622802734,56.2175178527832,20.98197364807129,20.51849937438965,7.206416606903076
hurricane-michael_00000249,hurricane-michael,0.0,0.0,103.01179504394531,103.0330581665039,39.23457336425781,36.595848083496094,18.942636489868164
hurricane-matthew_00000379,hurricane-matthew,0.0,0.0,116.01634216308594,120.05313873291016,48.105037689208984,26.084997177124023,41.812103271484375
hurricane-florence_00000051,hurricane-florence,0.4166666666666667,0.4230685763888889,39.53664016723633,27.163665771484375,41.12545394897461,26.49877166748047,15.092303276062012
hurricane-michael_00000325,hurricane-michael,0.0,0.0,103.52043151855469,93.95565795898438,31.24164390563965,31.11737060546875,24.258861541748047
socal-fire_00000466,socal-fire,0.0,0.0,79.52962493896484,82.45989227294922,17.624969482421875,16.874128341674805,10.494935989379883
socal-fire_00000401,socal-fire,0.0,0.0,73.25263977050781,72.67162322998047,28.742351531982422,26.363924026489258,13.871527671813965
hurricane-florence_00000102,hurricane-florence,0.0,0.0,52.12492752075195,46.84172058105469,22.11529541015625,11.088144302368164,13.320167541503906
midwest-flooding_00000035,midwest-flooding,0.0,0.2287326388888889,59.10688018798828,42.32469177246094,18.24286460876465,34.266178131103516,28.68250846862793
socal-fire_00000522,socal-fire,0.0,0.0,79.44303131103516,78.81680297851562,32.566139221191406,36.97850799560547,16.155887603759766
hurricane-florence_00000304,hurricane-florence,0.0,0.0,79.47109985351562,69.2468490600586,18.613128662109375,14.625389099121094,15.998987197875977
hurricane-michael_00000078,hurricane-michael,0.0,0.0,85.64622497558594,85.3526840209961,29.130054473876953,23.72963523864746,16.798973083496094
socal-fire_00000089,socal-fire,0.0,0.0,68.0953369140625,68.13953399658203,20.196184158325195,23.357128143310547,8.667607307434082
socal-fire_00001302,socal-fire,0.08333333333333333,0.08604600694444445,72.6147232055664,86.13284301757812,33.112281799316406,44.25569534301758,17.08257293701172
hurricane-michael_00000228,hurricane-michael,0.0,0.0,90.38104248046875,92.27597045898438,29.49919319152832,36.51131057739258,16.922706604003906
socal-fire_00000141,socal-fire,0.0,0.0,63.67219924926758,73.69644165039062,16.91407585144043,20.69439697265625,15.568286895751953
midwest-flooding_00000100,midwest-flooding,0.3285590277777778,0.0,54.51504898071289,70.36627960205078,41.46312713623047,15.10600471496582,34.35383987426758
socal-fire_00000827,socal-fire,0.0,0.0,93.60616302490234,87.75050354003906,17.972599029541016,17.61280632019043,9.48643684387207
santa-rosa-wildfire_00000070,santa-rosa-wildfire,0.6880425347222222,0.6979166666666666,32.60597229003906,34.20283508300781,50.73779296875,53.60641860961914,4.093171119689941
socal-fire_00000076,socal-fire,0.3729383680555556,0.3758680555555556,55.962310791015625,55.644927978515625,48.82939529418945,47.456050872802734,7.285626411437988
hurricane-matthew_00000125,hurricane-matthew,0.0,0.0,88.03291320800781,88.6014175415039,27.167884826660156,24.071203231811523,21.212167739868164
socal-fire_00000036,socal-fire,0.0,0.0,54.616424560546875,53.647064208984375,20.156204223632812,19.510713577270508,6.047489643096924
palu-tsunami_00000087,palu-tsunami,0.0,0.0,93.89073181152344,97.71170043945312,21.604694366455078,23.286319732666016,14.501012802124023
hurricane-michael_00000170,hurricane-michael,0.0,0.0,101.15531158447266,95.77962493896484,35.73603057861328,35.30495834350586,15.240921974182129
hurricane-harvey_00000169,hurricane-harvey,0.0,0.0,90.97299194335938,92.27075958251953,25.44626808166504,34.65054702758789,14.3857421875
santa-rosa-wildfire_00000231,santa-rosa-wildfire,0.0,0.0,88.86700439453125,90.63996887207031,20.30697250366211,19.94206428527832,11.68478775024414
hurricane-florence_00000516,hurricane-florence,0.0,0.0,57.29600524902344,50.60185241699219,22.59813117980957,23.514659881591797,20.36219596862793
palu-tsunami_00000177,palu-tsunami,0.0,0.0,101.45081329345703,101.48223876953125,32.354286193847656,35.74729537963867,16.84602928161621
palu-tsunami_00000132,palu-tsunami,0.8020833333333334,0.8020833333333334,18.471389770507812,18.60362434387207,39.955013275146484,39.71100997924805,3.180483102798462
hurricane-matthew_00000346,hurricane-matthew,0.3856336805555556,0.3883463541666667,54.51483154296875,54.77962112426758,50.66706466674805,47.815433502197266,13.582356452941895
mexico-earthquake_00000059,mexico-earthquake,0.0,0.0,100.43463897705078,101.84505462646484,33.42281723022461,31.1835994720459,16.160770416259766
hurricane-florence_00000049,hurricane-florence,0.0,0.0,49.475257873535156,47.61100387573242,22.023733139038086,9.428661346435547,12.95323371887207
socal-fire_00000770,socal-fire,0.0,0.0,92.64656066894531,93.18032836914062,30.290281295776367,30.49639892578125,10.297308921813965
socal-fire_00000608,socal-fire,0.0,0.0,100.78707885742188,98.75456237792969,30.026060104370117,30.06548309326172,9.643193244934082
socal-fire_00000636,socal-fire,0.0,0.0,58.92729949951172,54.26518630981445,14.095077514648438,16.360307693481445,10.831669807434082
palu-tsunami_00000121,palu-tsunami,0.0,0.0,107.20258331298828,115.36186981201172,38.08744812011719,45.87055969238281,18.809316635131836
hurricane-harvey_00000323,hurricane-harvey,0.5104166666666666,0.5059678819444444,34.33977127075195,17.165836334228516,35.80893325805664,19.39069366455078,17.658889770507812
palu-tsunami_00000152,palu-tsunami,0.0,0.0,99.39738464355469,97.95626831054688,22.538881301879883,25.95148468017578,14.747901916503906
socal-fire_00000087,socal-fire,0.0,0.0,69.2896728515625,67.69661712646484,20.621986389160156,20.48752212524414,7.816659450531006
santa-rosa-wildfire_00000226,santa-rosa-wildfire,0.0,0.0,69.0903549194336,85.93325805664062,16.286779403686523,26.017108917236328,24.773908615112305
hurricane-florence_00000132,hurricane-florence,0.0,0.0,48.827110290527344,54.46780776977539,14.179436683654785,17.86717987060547,14.614655494689941
socal-fire_00001383,socal-fire,0.0,0.0,85.96810913085938,83.46437072753906,18.874692916870117,20.3690185546875,11.241789817810059
hurricane-florence_00000300,hurricane-florence,0.0,0.0,72.74815368652344,54.70851516723633,21.95359230041504,24.434406280517578,20.73784637451172
hurricane-matthew_00000363,hurricane-matthew,0.0,0.0,109.14083862304688,84.27944946289062,41.8383674621582,24.02717399597168,40.946903228759766
hurricane-michael_00000192,hurricane-michael,0.0,0.0,85.11505126953125,89.27578735351562,27.14632225036621,25.92090606689453,17.019676208496094
hurricane-florence_00000332,hurricane-florence,0.0,0.0,57.24591064453125,53.72670364379883,18.26674461364746,22.110206604003906,8.553565979003906
socal-fire_00000301,socal-fire,0.0,0.0,98.58618927001953,98.85122680664062,27.129568099975586,27.57872200012207,12.893879890441895
midwest-flooding_00000217,midwest-flooding,0.0,0.0,78.40065002441406,72.29561614990234,24.890602111816406,23.81488037109375,15.492259979248047
socal-fire_00001255,socal-fire,0.572265625,0.5706380208333334,41.9445915222168,37.512081146240234,52.732791900634766,48.58369445800781,6.888309955596924
midwest-flooding_00000125,midwest-flooding,0.0,0.0,62.77647399902344,65.84798431396484,17.917430877685547,23.030290603637695,10.903031349182129
palu-tsunami_00000051,palu-tsunami,0.0,0.0,97.30291748046875,97.42953491210938,36.297584533691406,34.63546371459961,13.927046775817871
socal-fire_00000998,socal-fire,0.0,0.0,59.34486770629883,62.05096435546875,22.436927795410156,21.729537963867188,13.776909828186035
hurricane-florence_00000478,hurricane-florence,0.0,0.0,73.41015625,73.36465454101562,21.205171585083008,21.81292724609375,15.20985221862793
hurricane-harvey_00000336,hurricane-harvey,0.3770616319444444,0.3723958333333333,58.60955047607422,44.16500473022461,52.01008224487305,36.409820556640625,17.79416275024414
mexico-earthquake_00000151,mexico-earthquake,0.0,0.0,100.62322235107422,96.34111022949219,28.88580894470215,25.261930465698242,18.94314193725586
hurricane-harvey_00000026,hurricane-harvey,0.0,0.0,81.62539672851562,86.22714233398438,20.705631256103516,24.000446319580078,17.819625854492188
hurricane-michael_00000036,hurricane-michael,0.0,0.0,86.01596069335938,96.5974349975586,32.52076721191406,22.829967498779297,21.894277572631836
hurricane-harvey_00000115,hurricane-harvey,0.0,0.0,79.75202941894531,77.68742370605469,21.447933197021484,22.92914390563965,14.148365020751953
socal-fire_00000747,socal-fire,0.1720920138888889,0.17881944444444445,52.97685241699219,53.280452728271484,28.70897102355957,29.972801208496094,7.779730796813965
hurricane-michael_00000521,hurricane-michael,0.0,0.0,90.0271987915039,83.0210189819336,27.148658752441406,25.766773223876953,12.705041885375977
socal-fire_00000442,socal-fire,0.0,0.0,97.58406066894531,100.71137237548828,25.107013702392578,26.906553268432617,13.860532760620117
hurricane-harvey_00000147,hurricane-harvey,0.0,0.0,92.48625183105469,88.8696060180664,34.417083740234375,39.46279525756836,19.539461135864258
socal-fire_00000938,socal-fire,0.0,0.0,71.16605377197266,65.96451568603516,28.937841415405273,27.167739868164062,16.58962631225586
