scene_id,disaster,post_json_path,pre_image_path,post_image_path,building_count,unclassified_count,mean_polygon_area,median_polygon_area,gsd,off_nadir_angle,sun_elevation,sensor,no-damage,minor-damage,major-damage,destroyed
guatemala-volcano_00000017,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000017_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000017_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000017_post_disaster.png,58,0,315.2655172708248,241.43281522125073,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,58,0,0,0
guatemala-volcano_00000018,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000018_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000018_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000018_post_disaster.png,12,0,494.6663853049661,377.37150064517766,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,10,2,0,0
guatemala-volcano_00000019,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000019_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000019_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000019_post_disaster.png,22,0,1380.8379043149857,1524.5330155546585,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,17,1,3,1
guatemala-volcano_00000023,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000023_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000023_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000023_post_disaster.png,167,0,322.436016375226,276.0731573607364,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,167,0,0,0
guatemala-volcano_00000024,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000024_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000024_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000024_post_disaster.png,67,0,361.6246625065783,331.3153527964511,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,67,0,0,0
guatemala-volcano_00000025,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000025_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000025_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000025_post_disaster.png,27,174,340.4704968924188,229.33561107139133,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,0,0,6,21
guatemala-volcano_00000026,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000026_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000026_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000026_post_disaster.png,30,0,216.74331312409564,175.01597226244562,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,30,0,0,0
guatemala-volcano_00000027,guatemala-volcano,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/guatemala-volcano_00000027_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000027_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/guatemala-volcano_00000027_post_disaster.png,25,0,579.1059412429013,323.27906511822516,1.4085245,21.97336,71.182274,WORLDVIEW03_VNIR,25,0,0,0
hurricane-florence_00000000,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000000_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000000_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000000_post_disaster.png,110,0,1188.933054576288,1403.0543829522528,2.8959277,41.74134,57.024815,GEOEYE01,110,0,0,0
hurricane-florence_00000001,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000001_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000001_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000001_post_disaster.png,90,1,1053.53297115437,1165.4364472495513,2.8959277,41.74134,57.024815,GEOEYE01,88,2,0,0
hurricane-florence_00000002,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000002_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000002_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000002_post_disaster.png,6,0,437.95056320634853,247.30587446666954,2.8959277,41.74134,57.024815,GEOEYE01,6,0,0,0
hurricane-florence_00000003,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000003_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000003_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000003_post_disaster.png,66,0,1729.714245367723,1795.0650704514105,2.8959277,41.74134,57.024815,GEOEYE01,66,0,0,0
hurricane-florence_00000008,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000008_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000008_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000008_post_disaster.png,22,1,1294.9536746069691,1420.7448834302932,2.8959277,41.74134,57.024815,GEOEYE01,22,0,0,0
hurricane-florence_00000012,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000012_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000012_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000012_post_disaster.png,36,0,2228.730902229071,688.3431491284077,2.8959277,41.74134,57.024815,GEOEYE01,36,0,0,0
hurricane-florence_00000015,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000015_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000015_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000015_post_disaster.png,106,0,1260.8707374112828,1279.8525228345904,2.8959277,41.74134,57.024815,GEOEYE01,106,0,0,0
hurricane-florence_00000016,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000016_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000016_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000016_post_disaster.png,67,0,1155.0460582935814,1235.424268931993,2.8959277,41.74134,57.024815,GEOEYE01,67,0,0,0
hurricane-florence_00000018,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000018_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000018_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000018_post_disaster.png,47,0,530.8076190292511,409.61386667088925,2.0916247,28.017313,53.722378,GEOEYE01,0,0,42,5
hurricane-florence_00000020,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000020_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000020_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000020_post_disaster.png,11,2,555.1132573110691,300.52326709703885,2.0916247,28.017313,53.722378,GEOEYE01,11,0,0,0
hurricane-florence_00000022,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000022_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000022_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000022_post_disaster.png,6,2,452.49459800496214,328.00072814370566,2.0916247,28.017313,53.722378,GEOEYE01,0,0,6,0
hurricane-florence_00000023,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000023_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000023_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000023_post_disaster.png,3,0,700.8568771795763,607.8852244743016,2.0916247,28.017313,53.722378,GEOEYE01,3,0,0,0
hurricane-florence_00000024,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000024_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000024_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000024_post_disaster.png,15,0,520.3608498656748,399.6223514965717,2.0916247,28.017313,53.722378,GEOEYE01,15,0,0,0
hurricane-florence_00000026,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000026_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000026_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000026_post_disaster.png,27,1,558.4690382446349,391.8052838464272,2.0916247,28.017313,53.722378,GEOEYE01,27,0,0,0
hurricane-florence_00000027,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000027_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000027_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000027_post_disaster.png,1,0,591.3512983333986,591.3512983333986,2.8959277,41.74134,57.024815,GEOEYE01,1,0,0,0
hurricane-florence_00000028,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000028_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000028_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000028_post_disaster.png,108,62,711.9017550297443,636.279841974366,2.8959277,41.74134,57.024815,GEOEYE01,108,0,0,0
hurricane-florence_00000030,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000030_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000030_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000030_post_disaster.png,7,0,635.2177038363337,687.5980828710641,2.0916247,28.017313,53.722378,GEOEYE01,7,0,0,0
hurricane-florence_00000031,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000031_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000031_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000031_post_disaster.png,10,1,803.2608770860857,518.0225683908276,2.0916247,28.017313,53.722378,GEOEYE01,10,0,0,0
hurricane-florence_00000032,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000032_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000032_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000032_post_disaster.png,18,1,623.177936607675,394.55371684190436,2.0916247,28.017313,53.722378,GEOEYE01,18,0,0,0
hurricane-florence_00000036,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000036_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000036_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000036_post_disaster.png,38,2,785.1564548668343,593.0164812171637,2.0916247,28.017313,53.722378,GEOEYE01,38,0,0,0
hurricane-florence_00000037,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000037_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000037_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000037_post_disaster.png,13,0,607.5643890154247,676.7780292776698,2.0916247,28.017313,53.722378,GEOEYE01,13,0,0,0
hurricane-florence_00000042,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000042_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000042_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000042_post_disaster.png,17,3,545.5460659183328,424.4840631412827,2.0916247,28.017313,53.722378,GEOEYE01,17,0,0,0
hurricane-florence_00000043,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000043_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000043_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000043_post_disaster.png,1,0,1004.945578441132,1004.945578441132,2.0916247,28.017313,53.722378,GEOEYE01,0,0,0,1
hurricane-florence_00000044,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000044_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000044_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000044_post_disaster.png,5,2,326.50457152015184,244.3072934355292,2.0916247,28.017313,53.722378,GEOEYE01,5,0,0,0
hurricane-florence_00000045,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000045_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000045_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000045_post_disaster.png,25,1,541.0649355775963,413.36075249218067,2.0916247,28.017313,53.722378,GEOEYE01,25,0,0,0
hurricane-florence_00000048,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000048_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000048_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000048_post_disaster.png,23,1,666.8755749500815,517.7281813271097,2.0916247,28.017313,53.722378,GEOEYE01,5,5,13,0
hurricane-florence_00000049,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000049_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000049_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000049_post_disaster.png,3,0,198.49743901819548,97.2552343201443,2.0916247,28.017313,53.722378,GEOEYE01,0,0,3,0
hurricane-florence_00000051,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000051_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000051_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000051_post_disaster.png,20,0,660.0156989911284,587.5765360380817,2.0916247,28.017313,53.722378,GEOEYE01,1,2,17,0
hurricane-florence_00000053,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000053_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000053_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000053_post_disaster.png,7,0,1222.6886360247815,284.10689657647436,2.0916247,28.017313,53.722378,GEOEYE01,7,0,0,0
hurricane-florence_00000054,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000054_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000054_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000054_post_disaster.png,12,0,2806.6183983312017,131.833042607688,2.0916247,28.017313,53.722378,GEOEYE01,12,0,0,0
hurricane-florence_00000055,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000055_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000055_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000055_post_disaster.png,8,1,559.9178776538946,445.4562140537229,2.0916247,28.017313,53.722378,GEOEYE01,1,2,5,0
hurricane-florence_00000057,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000057_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000057_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000057_post_disaster.png,0,1,66.84827598912624,66.84827598912624,2.0916247,28.017313,53.722378,GEOEYE01,0,0,0,0
hurricane-florence_00000058,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000058_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000058_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000058_post_disaster.png,0,0,,,2.0916247,28.017313,53.722378,GEOEYE01,0,0,0,0
hurricane-florence_00000059,hurricane-florence,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/labels/hurricane-florence_00000059_post_disaster.json,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000059_pre_disaster.png,/kaggle/input/datasets/tunguz/xview2-challenge-dataset-train-and-test/train/train/images/hurricane-florence_00000059_post_disaster.png,4,0,652.3186968315972,548.7358129174606,2.0916247,28.017313,53.722378,GEOEYE01,4,0,0,0
